@T,table
Created,2016-03-18 22:43
Author,HortonMachine library
@H,timestamp,value_16,value_18,value_19,value_8,value_10,value_11,value_12,value_13
ID,,16,18,19,8,10,11,12,13
Type,Date,Double,Double,Double,Double,Double,Double,Double,Double
Format,yyyy-MM-dd HH:mm,,,,,,,,
,1994-01-01 00:00,0.4220038288034792,0.3279712744706448,0.32707070207428457,0.14702255444517542,0.32824583322089257,0.32780036866039575,0.3272453320679606,0.319863674215326
,1994-01-01 01:00,0.8895037846410282,0.6086349267022261,0.6075157122879912,0.2839980061903324,0.6082499305238115,0.6078754961746456,0.6070967174683154,0.6117148140030572
,1994-01-01 02:00,2.205273588655964,1.5952530781670413,1.5926335692319131,0.7455718427648758,1.5945721565377682,1.5935585263320178,1.5915696367597023,1.5999423873432077
,1994-01-01 03:00,1.539279048959308,1.1661603666180458,1.164438950380258,0.5359502305393418,1.1656059220437087,1.1649847630023218,1.1637192501894122,1.1641177662519833
,1994-01-01 04:00,3.505310407985538,2.8128600989994834,2.809279307375769,2.1462219431887357,2.8129850529392373,2.811247783316592,2.8085097894906736,2.8042445049418494
,1994-01-01 05:00,3.4644025786669546,3.554955945076988,3.5517706066788466,3.620546720922145,3.5549317334073027,3.5527093725091117,3.548406510341864,3.5351985042857015
,1994-01-01 06:00,1.881680747211107,2.4188397714429692,2.416883498369519,2.8847119187309564,2.418916253511514,2.417524312352019,2.414861835754157,2.415170829416729
,1994-01-01 07:00,1.6309605685754103,1.982606833943204,1.9777594980515008,2.506300446659952,1.9831301303948483,1.981131083048619,1.9785383614078689,1.951360070867106
,1994-01-01 08:00,2.723807842054359,3.1171178143917095,3.1061328883629606,3.337990383437599,3.117673237470065,3.1122372058613808,3.1035765692136192,3.0583457745711606
,1994-01-01 09:00,0.9947811226979425,1.2965460311830193,1.2913873010580608,1.5250121547985098,1.296681233938459,1.2937038958597045,1.2883794893374019,1.269765209624773
,1994-01-01 10:00,0.0,0.1986000824713079,0.1972092198723818,0.42909972767485255,0.19838319487478184,0.19762627571523894,0.19609483012417928,0.18715487045313622
,1994-01-01 11:00,0.03344457002967536,0.2347530664930211,0.2322217509812742,0.4246131331818088,0.2324952569063804,0.23153754653776595,0.22855393052075185,0.2153873961193803
,1994-01-01 12:00,0.003523499526127931,0.031407156623395584,0.035327829122943424,0.11188578847058112,0.03302249918093428,0.03358380823946411,0.034671725957232266,0.04391760116355156
